Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
2158	2856				Scott Creek	Snohomish County	Snohomish County State of our Waters Monitoring	SCTT	47.946765	-122.068279																									94.3					
2159	3103				Sears	City of Bellevue	Macroinvertebrates	SearsRavine_21	47.627100	-122.147780																												0	1.4	1.2
2160	3133				Seymour Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-127708	48.736213	-122.007891																												71.1		
2161	1429				Shadow Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SHAD09	47.099010	-120.872350																		71.1			73.5	86	87.5			35.7				
2162	2919				Shanghai Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	SHG030	45.686822	-122.465687																								78.8					40.2	
2163	2997				Sheep Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-004036	48.076298	-117.676760																										44.1				
2164	3320				Shell Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-002866	47.818064	-122.372716																													9.5	
2165	3179				Shelton Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-003542	47.219349	-123.109243																												80.4		
2166	2884				Sherman Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-020812	48.586430	-118.193700																									68.8					
2167	2897				Sherman Creek, South Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-031820	48.576980	-118.295780																									86					
2168	3139				Siebert Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-231342	48.070274	-123.285833																												80.7		
2169	3171				Silver Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-008366	48.620857	-122.332345																												82.2		
2170	3305				Silver Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-018632	47.824231	-122.203277																													20	
2171	2624				Sinlahekin Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SINL77	48.697810	-119.772000																							93.2		94					
2172	1731				Sinlahekin Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009724	48.708311	-119.801307																			75.4					85.9						
2173	2744				Siwash Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-061788	48.715270	-119.390000																								19.9						
2174	2424				Skookum Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001550	47.123144	-123.096860																						36.7								
2175	1686				Skookum Creek, North Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-003560	48.360455	-117.200561																			77.5						73.8					
2176	1653				Skull Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SKUL77	48.118561	-121.401193																			87.8			72.1		90.4				89.4		
2177	1684				Slough Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-003112	48.313848	-117.036760																			44.3						74.5					
2178	1680				Smalle Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-002088	48.323315	-117.323089																			27.2						10.5					
2179	3298				Snahapish River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-182983	47.703450	-124.152658																													80.5	
2180	2648				Snake River Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-036749	46.449270	-117.134000																							23							
2181	3187				Snow Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-008949	47.935036	-122.982628																												87.8		
2182	3178				Soosette Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-001924	47.323512	-122.158668																												81.5		
2183	2636				South Fork Asotin Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-023465	46.253130	-117.291000																							72.1							
2184	2629				South Fork Deadman Gulch	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-018877	46.511150	-117.413000																							37.3							
2185	2869				South Fork Sherman Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SSHE15	48.551650	-118.417100																									96.8		93.7		75.7	
2186	1428				South Fork Taneum Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-STAN09	47.093940	-120.996900																		88.5			91.1	97.1				92.3				
2187	3150				South Prairie Creek, East Fork	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-339245	47.080886	-121.905107																												93.4		
2188	1666				Spangler Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SPAN11	46.148120	-117.803590																			92.8			80.4	87.8		89.7					
2189	2330				Speelyai Creek tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009777	46.016900	-122.365000																					76.3									
2190	2565				Spex Arth Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-041614	47.143300	-121.035970																						91.6								
2191	2731				Spikeman Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-021900	48.617610	-119.736000																								66.2						
2192	2898				Spring Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-035259	47.777190	-117.953420																									71.4					
2193	3060				Steele Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-009831	47.650827	-122.632377																											42.9			
2194	3296				Stequaleho Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-071367	47.675012	-124.115748																													84.2	
2195	3054				Stimson Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-003875	47.423735	-122.913997																											80.8			
2196	2632				Stone Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-020005	46.043540	-118.349000																							32.4							
2197	2634				Stone Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-021713	46.033760	-118.387000																							43.1							
2198	2742				Storer Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-044712	48.392740	-120.042000																								21.2						
2199	3056				Stossel Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-005879	47.729177	-121.851739																											56.4			
2200	1651				Straight Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-STRA77	48.262730	-121.403560																			57.8			54.7			56.8		61.1			
2201	3185				Struve Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-006584	47.733144	-122.064863																												90.4		
2202	3110				Sturtevant's Creek	City of Bellevue	Macroinvertebrates	Sturtevant8th_21	47.601760	-122.186560																												2.5	0	5.3
2203	2937				Suds Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	SUD010	45.709547	-122.670013																								27.3					24.9	
2204	2939				Sullivan Creek, North Fork	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SULL20	48.860540	-117.326920																	74													
2205	1668				Sullivan Creek, North Fork	Washington State Department of Ecology	Status and Trends WA Statewide Sentinel Site Monitoring	SEN06600-SULL20	48.860980	-117.326000																			85.3	71.1	81.2	74.8	87.4	80.3	63.8	79.6		69	58.2	
2206	2397				Sullivan Gulch Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	GH_SULL_0.52	47.285645	-122.581490																						47.8								
2207	3070				Sullivan Gulch Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-024158	47.285675	-122.581472																											40.4			
2208	3163				Sultan River, South Fork Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-507811	47.943845	-121.632705																												68.5		
2209	1658				Summit Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SUMM04	46.702800	-121.481870																			84.8			64.6		82.7		91.3				
2210	1900				Sunday Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-004206	47.253568	-121.383189																				93										
2211	3303				Surveyor Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-011015	48.016971	-123.342615																													87.4	
2212	3053				Swamp Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-003691	47.825567	-122.255255																											38.8			
2213	3177				Swamp Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-001336	47.794410	-122.254941																												69.4		
2214	2305				Sweet Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SWEE15	48.824346	-117.409832																					83.5		84.9		96.8				76.7	
2215	2311				Sylvia Creek West Fork tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-003562	47.027400	-123.601000																					39.8									
2216	3279				Tacoma Creek, East Fork	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-060871	47.602483	-124.125809																													86.3	
2217	1906				Taylor Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-007491	47.365882	-121.825576																				87.7										
2218	1879				Teanaway River, Middle Fork	Washington State Department of Ecology	Status and Trends WA Statewide Sentinel Site Monitoring	SEN06600-TEAN04	47.300960	-120.961940																				75.2	82.5	81.7	64.8	79.4	78.3	90.6				
2219	2983				Thompson Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-010959	47.872814	-117.079662																										78.1				
2220	2758				Thorn Creek	Washington State Department of Ecology	Effectiveness Monitoring of Agricultural Tillage Practices on Kamiache Creek	EFF46600-TC00.6	47.188479	-117.531416																								25.6						
2221	3145				Thorndyke Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-289419	47.824820	-122.740347																												71.6		
2222	2302				Tilton River tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-003325	46.564200	-122.393000																					86.4									
2223	2730				Timothy Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-021552	48.740150	-119.864000																								65.8						
2224	3156				Tinling Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-478546	48.762396	-122.160804																												91		
2225	2638				Titus Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-028645	46.079880	-118.273000																							40.1							
2226	1755				Toats Coulee Creek, Middle Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-017264	48.841530	-119.790067																			78.6					81.8						
2227	1748				Toats Coulee Creek, South Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-013920	48.830315	-119.797031																			50.2					42.6						
2228	1423				Tonata Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-TONA15	48.869450	-118.768240																		93.2			79.9		95.5			91.6		83		
2229	2879				Toroda Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-017392	48.788450	-118.906000																									72.1					
2230	2333				Toutle River North Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009897	46.368500	-122.584000																					29									
2231	2334				Toutle River North Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-010281	46.336300	-122.527000																					14.4									
2232	2336				Toutle River South Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-011061	46.227700	-122.401000																					69.1									
2233	2337				Toutle River South Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-011189	46.240400	-122.514000																					81.8									
2234	2862				Trafton Creek	Snohomish County	Snohomish County State of our Waters Monitoring	TRFT	48.242091	-122.064405																									41.6					
2235	3063				Tributary to	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013054	47.322384	-122.365473																											23.1			
2236	3064				Tributary to	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-015067	47.803505	-122.263128																											9.6			
2237	3065				Tributary to	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-015391	47.940925	-122.274786																											29.7			
2238	3068				Tributary to	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-020891	47.885793	-121.987861																											74.2			
2239	3075				Tributary to	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-027199	47.949872	-122.293291																											28.2			
2240	3058				Tributary to Minter Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-006227	47.389609	-122.681373																											65.4			
2241	3048				Tributary to Newaukum Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-000814	47.242882	-121.937742																											73			
2242	3074				Tributary to Picnic Point Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-026139	47.884082	-122.298991																											46.3			
2243	3071				Tributary to Portage Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-013860	48.178060	-122.131400																											71.1			
2244	3072				Tributary to Sammamish River	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-256359	47.686000	-122.157000																											50.5			
2245	2292				Tributary to Tilton River	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001570	46.651600	-122.178000																					46.4									
2246	2966				Tributary to Waynita Creek	City of Bothell	Bothell Bioassesment	COB05519-07400	47.739140	-122.209928																										0.5				
2247	2965				Tributary to Waynita Creek	City of Bothell	Bothell Bioassesment	COB05519-08680	47.735869	-122.209208																										8.4				
2248	2895				Trout Creek, West Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-029360	48.754130	-118.773290																									81.5					
2249	2345				Tulalip Creek	Washington State Department of Ecology	EPA06600	EPA06600-TULA01	48.074300	-122.285000																										68.9				
2250	3052				Tumwater Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-001556	48.090743	-123.472647																											94.5			
2251	2829				Tumwater Creek	Clallam County	Streamkeepers	Tumwater 1.5a	48.106333	-123.460402																									63.1					
2252	1736				Tunk Creek Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-010636	48.512671	-119.311188																			13.1					25.1						
2253	3004				Tuttle Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001982	47.306554	-118.314104																										30.1				
2254	1655				Union Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-UNIO04	46.934560	-121.358530																			85.7		79	66.8			78		65.5			
2255	3195				Union River	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-013522	47.475376	-122.827298																												79.1		
2256	2284				unnamed 0160	City of Bellevue	Macroinvertebrates	unnamed0160RM.1	47.576000	-122.114300																					42.6									
2257	3181				Unnamed Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-004626	47.643578	-122.609481																												49.4		
2258	3191				Unnamed Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-011632	47.478096	-122.150572																												15.4		
2259	2406				Unnamed Creek (near Orting)	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	CW_UNN_TRIB_CARBON_1.49	47.070592	-122.183034																						43.6								
2260	3309				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-000882	47.880263	-122.304837																													35.9	
2261	3324				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-010784	47.518967	-122.039455																													82.8	
2262	3313				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-013613	47.756612	-122.629750																													74.5	
2263	3300				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-015405	47.775772	-122.636952																													26.5	
2264	3321				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-017288	47.149115	-122.184582																													65.4	
2265	3317				Unnamed tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-017293	47.157965	-123.043598																													55.6	
2266	2976				Unnamed Tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001500	48.541577	-117.856290																										21.2				
2267	2867				Upper Slate Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-USLA15	48.957020	-117.244800																									82.1					
2268	3365				Valhalla Creek	City of Bothell	Bothell Bioassesment	VAL-1	47.745360	-122.212240																														30.4
2269	3182				Valley Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-005040	47.651458	-122.150357																												28.7		
2270	2300				Waddell Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-003290	46.986200	-123.089000																					82									
2271	3264				Waddell Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-349286	46.951034	-123.077514																													35.2	
2272	3147				Walker Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-302560	48.382135	-122.142127																												64.9		
2273	2649				Walsh Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-040881	46.011020	-118.434000																							10.5							
2274	2878				Wanless Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-014620	48.502280	-117.199000																									42.1					
2275	3059				Wapato Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-007726	47.245261	-122.370452																											8.4			
2276	2421				Wapato Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001246	47.219226	-122.322624																						26.2								
2277	2461				Wapato Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-007726	47.245261	-122.370452																						6.3								
2278	1654				War Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-WARC77	48.364550	-120.405730																			62.5			87.2		92.2		91			95	
2279	2868				Washougal River	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-WASH04	45.708160	-122.124400																									89.9		79.8			
2280	3039				Waynita Creek	City of Bothell	Bothell Bioassesment	COB05519-015592	47.745755	-122.211797																											21.1			
2281	2551				Wenas Creek North Fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-011546	46.974300	-120.919000																						82.9								
2282	3051				West Hylebos Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-001454	47.253482	-122.333499																											36.6			
2283	3122				Westover Creek	Clark County Clean Water Division	LCUS	WST020	46.165710	-122.920180																												21.8	35	34.6
2284	1902				Whatcom Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-005456	48.753304	-122.467874																				1.6										
2285	2935				Whipple Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	WPL010	45.753658	-122.743587																			27.7									13.7		
2286	2802				Whipple Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	WPL050	45.749721	-122.712260																		13.4	16.5	22.8	25.3	33	25.2	11.5	33.9	19.2		43.8	50.7	39.6
2287	2908				Whipple Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	WPL080	45.735770	-122.654426																			39.7		40.7	50.1	56	46.7				47.3		
2288	2569				Whiskey Canyon	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-043738	47.005620	-120.811940																						96.9								
2289	1735				Whisky Cache Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-010528	48.793100	-119.350410																			16					19						
2290	2453				White Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-005652	48.098573	-123.410056																						83								
2291	2828				White Creek	Clallam County	Streamkeepers	White 0.9	48.099033	-123.409856																									93.8					
2292	3142				White River, West Fork Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-277971	47.089732	-121.661069																												86.1		
2293	3291				Wildcat Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-263200	46.703135	-123.272870																													87.1	
2294	2709				Wildcat Creek (Dyes Inlet)	King County - DNRP	Restoration and Protection of Select B-IBI Basins - King County riffle method	15WC01	47.589032	-122.736157																								66.6	91.6					
2295	2296				Wildcat Creek west fork	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001978	47.096800	-123.300000																					63.7									
2296	3283				Willapa River, South Fork Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-115975	46.605715	-123.701791																													38.9	
2297	3282				Williams Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-012643	46.529780	-123.830819																													99.1	
2298	1433				Wilson Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-WILS09	47.227220	-120.558070																		71.9			90.9		86.6			77.5				
2299	2892				Winchester Creek	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-026552	48.296720	-117.386740																									89.1					
2300	3329				Winfield Creek (Hoh River)	Hoh Indian Tribe	Hoh	WinfieldCreek_Hoh	47.797418	-124.227373																														84.4
2301	2286				Winnie Creek tributary	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-001314	46.657700	-122.435000																					85.5									
2302	2304				Wishkah River	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-WISH01	47.150935	-123.754883																					79.3	60.6				76.9				
2303	3272				Wishkah River, West Fork	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-111527	47.173598	-123.764991																													81	
2304	2404				Wollochet Creek	Pierce County	NPDES 2015 Pierce County Watershed Health Monitoring	GH_WOLL_1.11	47.314651	-122.616040																						68.4								
2305	3198				Wollochet Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-015217	47.308383	-122.610918																												14.8		
2306	3234				Woodburn Creek	Clark County Clean Water Division	LCUS	WBN030	45.600305	-122.391322																													59.5	
2307	2809				Woodin Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	WDN010	45.742730	-122.546640																									46.6					43.1
2308	2354				Woodland Creek	Washington State Department of Ecology	Henderson Inlet Effectiveness Monitroing Study	13-WC2.6-MR	47.063300	-122.808600																					48.8									
2309	3294				Wynoochee River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-220583	47.183865	-123.637981																													92.2	
2310	3263				Wynoochee River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-324963	47.322582	-123.640714																													48.5	
2311	3034				Yacolt Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	YAC005	45.834524	-122.385615																											69.7			
2312	2936				Yacolt Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	YAC015	45.842983	-122.391411																											66.7			
2313	2546				Yakima River	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-007822	47.170330	-120.843000																						90.4								
2314	2548				Yakima River	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009077	46.237990	-119.666530																						39.2								
2315	2549				Yakima River	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009321	46.348010	-119.391870																						21.4								
2316	2550				Yakima River	Washington State Department of Ecology	WatershedHealth_WAM0	WAM06600-009322	47.029980	-120.624120																						70.6								
2317	3066				Yarrow Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05515-016983	47.640092	-122.185817																											57.7			
2318	1869				Youngs Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-YOUN02	47.806550	-121.825090																				92.5				67.8						
2319	1943					Washington State Department of Ecology	Clover Creek	CCB06600-CLO1.4	47.146000	-122.510000																				9.7										
2320	1947					Washington State Department of Ecology	Clover Creek	CCB06600-CLO12.0	47.102400	-122.357000																				44.2										
2321	1944					Washington State Department of Ecology	Clover Creek	CCB06600-CLO3.5	47.133700	-122.473000																				30.6										
2322	1945					Washington State Department of Ecology	Clover Creek	CCB06600-CLO8.7	47.127800	-122.397000																				10.2										
2323	1948					Washington State Department of Ecology	Clover Creek	CCB06600-NFC0.0	47.134400	-122.429000																				9.7										
2324	1949					Washington State Department of Ecology	Clover Creek	CCB06600-SPA1.8	47.125600	-122.452000																				22										
2325	1482					Washington State Department of Ecology	WatershedHealth_WAM0	ERR06600-000753	46.061872	-121.213171																		92.1												
2326	1461					Washington State Department of Ecology	Effectiveness Monitoring for the Deschutes River TMDL Project	JON010	45.667100	-122.319500																		86.5												
2327	2412					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-000211	47.407166	-122.817596																						86.5								
2328	2416					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-000540	48.526210	-123.099040																						16.8								
2329	2417					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-000814	47.242882	-121.937742																						79.9								
2330	2420					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001192	48.379443	-122.306605																						60.9								
2331	2427					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-001590	46.849420	-122.446370																						30.2								
2332	2433					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-002027	47.849324	-121.766255																						88.3								
2333	2445					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-004239	47.927346	-122.039778																						55.6								
2334	2458					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-006407	47.528920	-122.793980																						92.1								
2335	2462					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-007731	47.470440	-122.859862																						66.8								
2336	2464					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-007971	47.434662	-122.834787																						80.2								
2337	2465					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-009831	47.650827	-122.632377																						36.5								
2338	2471					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-013054	47.322384	-122.365473																						39.3								
2339	2472					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-013860	48.177787	-122.130527																						58.5								
2340	2473					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-014868	48.116288	-122.167267																						15.3								
2341	2474					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-015067	47.803505	-122.263128																						37.3								
2342	2476					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-016983	47.640092	-122.185817																						55.9								
2343	2480					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-020398	47.149476	-122.025950																						55.5								
2344	2482					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-020891	47.885793	-121.987861																						69.1								
2345	2484					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-025331	47.430471	-122.216490																						31.8								
2346	2485					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-026139	47.884082	-122.298991																						23.6								
2347	2487					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-027199	47.949872	-122.293291																						25.3								
2348	2490					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-027812	48.084458	-123.069079																						26.6								
2349	2491					Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-028958	47.339995	-122.329394																						21.8								
