Row	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	Event Date	Date Released	Taxonomic Resolution	Total SqFt	Taxa Richness Quantity	Ephemeroptera Richness Quantity	Plecoptera Richness Quantity	Trichoptera Richness Quantity	EPT Richness Quantity	Clinger Richness Quantity	Long-Lived Richness Quantity	Intolerant Richness Quantity	Percent Dominant Quantity	Predator Percent Quantity	Tolerant Percent Quantity	Number of Organisms	Overall Score	Taxa Richness Score	Ephemeroptera Richness Score	Plecoptera Richness Score	Trichoptera Richness Score	Clinger Richness Score	Long-Lived Richness Score	Intolerant Richness Score	Percent Dominant Score	Predator Percent Score	Tolerant Percent Score
638	13272	3397					Goodnough Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-018049	47.380698	-122.624668	8/15/2023	9/20/2024	Fine	8	40	5	4	4	13	12	4	1	56.8%	4.4%	8.2%	500	38.2	4.5	5.7	4.3	3.8	2.9	2.5	1.4	3.3	1.7	8.1
639	12016	3176					Gorsuch Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-001222	47.455002	-122.448019	9/14/2021	7/12/2022	Fine	8	43	5	4	5	14	12	7	2	50.2%	6.0%	29.8%	500	43.2	5.5	5.7	4.3	5.0	2.9	6.2	2.9	5.1	2.5	3.1
640	13211	2865					Granite Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-GRAN77	47.494130	-121.640600	8/22/2023	9/20/2024	Fine	8	39	7	4	9	20	21	3	7	61.8%	2.2%	0.2%	500	59.0	4.1	8.6	4.3	10.0	8.2	1.2	10.0	1.9	0.6	10.0
641	12004	3165					Green River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-513950	47.223323	-121.761385	9/7/2021	7/15/2022	Fine	8	40	7	7	9	23	17	9	6	36.6%	17.8%	9.6%	500	79.8	4.5	8.6	8.6	10.0	5.9	8.8	8.6	8.8	8.4	7.8
642	13415	3441					Hagen Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-449690	45.714995	-122.264740	9/26/2023	9/20/2024	Fine	8	65	9	10	10	29	25	11	6	32.8%	18.8%	0.2%	500	97.2	10.0	10.0	10.0	10.0	10.0	10.0	8.6	9.8	8.9	10.0
643	12559	3251					Half Moon Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-145735	46.582064	-123.471462	8/3/2022	11/2/2023	Fine	8	54	6	9	5	20	13	9	5	46.6%	5.4%	1.8%	500	68.7	9.3	7.1	10.0	5.0	3.5	8.8	7.1	6.1	2.2	9.6
644	13255	3380					Hansen Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-005183	48.550165	-122.211791	8/29/2023	9/20/2024	Fine	8	44	6	2	4	12	20	3	2	59.6%	5.8%	2.4%	500	44.3	5.9	7.1	1.4	3.8	7.6	1.2	2.9	2.5	2.4	9.4
645	13407	3435					Harrington Creek tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-370445	45.626779	-122.421103	8/30/2023	9/20/2024	Fine	8	71	9	9	9	27	17	12	8	30.6%	13.8%	0.4%	500	92.2	10.0	10.0	10.0	10.0	5.9	10.0	10.0	10.0	6.4	9.9
646	11932	1875					Hog Canyon Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-HOGC10	47.367940	-117.810310	7/13/2021	7/15/2022	Fine	8	29	3	0	1	4	6	4	0	55.2%	8.8%	0.2%	500	23.6	0.7	2.9	0.0	0.0	0.0	2.5	0.0	3.7	3.9	10.0
647	12590	3277					Hoh River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-456125	47.798383	-124.292861	9/12/2022	11/2/2023	Fine	8	57	9	9	12	30	22	7	10	55.2%	11.4%	0.2%	500	84.0	10.0	10.0	10.0	10.0	8.8	6.2	10.0	3.7	5.2	10.0
648	12031	3192					Honey Dew Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-012016	47.506337	-122.169983	7/12/2021	7/12/2022	Fine	8	21	1	2	1	4	3	4	0	83.4%	0.8%	80.0%	500	3.9	0.0	0.0	1.4	0.0	0.0	2.5	0.0	0.0	0.0	0.0
649	11974	3137					Hood Canal Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-192747	47.400104	-122.886016	8/11/2021	7/15/2022	Fine	8	54	6	6	10	22	21	7	3	28.8%	20.0%	2.2%	500	81.4	9.3	7.1	7.1	10.0	8.2	6.2	4.3	10.0	9.5	9.5
650	13364	3426					Hopkey Creek tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-298996	45.626779	-122.543860	7/6/2023	9/20/2024	Fine	8	62	5	9	4	18	12	11	4	34.6%	18.0%	0.4%	500	75.8	10.0	5.7	10.0	3.8	2.9	10.0	5.7	9.3	8.5	9.9
651	12560	3252					Hoquiam River, Middle Fork Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-060451	47.095491	-123.872906	9/19/2022	11/2/2023	Fine	8	70	3	8	9	20	20	14	2	42.4%	20.4%	3.0%	500	79.6	10.0	2.9	10.0	10.0	7.6	10.0	2.9	7.2	9.7	9.3
652	13153	2821					Horse Creek	City of Bothell	Bothell Bioassesment	HC-1	47.757920	-122.209500	10/11/2023	4/25/2024	Fine	8	14	1	1	1	3	2	1	0	81.1%	0.0%	73.0%	74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
653	12525	1659					Huckleberry Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-HUCK04	47.008590	-121.617350	9/26/2022	11/2/2023	Fine	8	35	7	8	6	21	14	7	7	59.0%	13.6%	2.8%	500	66.3	2.8	8.6	10.0	6.2	4.1	6.2	10.0	2.7	6.3	9.3
654	13259	3384					Huge Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-008253	47.412447	-122.705420	8/7/2023	9/20/2024	Fine	8	50	6	7	10	23	22	9	7	50.4%	16.8%	6.2%	500	82.7	7.9	7.1	8.6	10.0	8.8	8.8	10.0	5.0	7.9	8.6
655	13213	2972					Hunter Creek, North Fork	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-NHUN15	48.130890	-118.050250	9/12/2023	9/20/2024	Fine	8	44	9	5	6	20	21	7	6	29.0%	9.4%	1.0%	500	74.9	5.9	10.0	5.7	6.2	8.2	6.2	8.6	10.0	4.2	9.8
656	12526	1409					Hyas Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-HYAS01	47.962150	-124.255960	8/31/2022	11/2/2023	Fine	8	76	10	9	10	29	29	7	10	22.2%	11.2%	0.6%	500	91.2	10.0	10.0	10.0	10.0	10.0	6.2	10.0	10.0	5.1	9.9
657	12629	3312					Illahee Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-006930	47.608995	-122.609138	8/24/2022	11/2/2023	Fine	8	46	4	5	6	15	9	4	1	53.2%	14.0%	23.4%	500	43.2	6.6	4.3	5.7	6.2	1.2	2.5	1.4	4.3	6.5	4.6
658	12556	3248					Independence Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-059875	46.769280	-123.210200	9/27/2022	11/2/2023	Fine	8	55	1	1	4	6	9	7	1	37.6%	29.2%	0.4%	500	50.7	9.7	0.0	0.0	3.8	1.2	6.2	1.4	8.5	10.0	9.9
659	12014	3174					Jenkins Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-000404	47.338985	-122.130231	8/31/2021	7/12/2022	Fine	8	51	9	7	9	25	28	11	8	53.4%	3.6%	12.0%	500	79.6	8.3	10.0	8.6	10.0	10.0	10.0	10.0	4.2	1.3	7.2
660	12627	3310					Jenkins Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-018092	47.378399	-122.083508	8/30/2022	11/2/2023	Fine	8	48	2	3	2	7	11	7	1	51.2%	5.4%	28.8%	500	33.1	7.2	1.4	2.9	1.2	2.4	6.2	1.4	4.8	2.2	3.3
661	13418	3442					Jim Crow Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-491279	46.284033	-123.563306	8/9/2023	9/20/2024	Fine	8	72	3	7	8	18	16	11	3	32.4%	37.4%	0.8%	500	79.5	10.0	2.9	8.6	8.8	5.3	10.0	4.3	9.9	10.0	9.8
662	12036	3197					Jimmy ComeLately Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-013687	47.985850	-123.029194	9/28/2021	7/12/2022	Fine	8	51	8	9	8	25	18	10	10	33.0%	15.6%	1.8%	500	90.1	8.3	10.0	10.0	8.8	6.5	10.0	10.0	9.7	7.3	9.6
663	12579	3268					Johnson Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-101367	46.314325	-123.768706	9/12/2022	11/2/2023	Fine	8	44	1	0	2	3	7	4	0	43.4%	31.8%	0.0%	500	36.5	5.9	0.0	0.0	1.2	0.0	2.5	0.0	6.9	10.0	10.0
664	13030	2796					Jones Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	JNS060	45.681405	-122.301941	8/1/2023	5/17/2024	Fine	8	61	10	11	13	34	31	14	11	39.2%	12.2%	15.6%	500	90.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	8.1	5.6	6.4
665	13425	3446					Jones Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-520984	45.677801	-122.307714	9/12/2023	9/20/2024	Fine	8	67	7	9	6	22	22	11	8	24.6%	24.4%	0.0%	500	93.6	10.0	8.6	10.0	6.2	8.8	10.0	10.0	10.0	10.0	10.0
666	12527	1661					Joseph Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-JOSE11	46.027570	-117.018220	8/15/2022	11/2/2023	Fine	8	53	7	3	8	18	26	7	4	29.0%	9.0%	8.4%	500	73.2	9.0	8.6	2.9	8.8	10.0	6.2	5.7	10.0	4.0	8.0
667	13266	3391					Kelsey Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-013552	47.603006	-122.162348	7/31/2023	9/20/2024	Fine	8	30	1	2	1	4	10	5	0	82.8%	1.2%	9.2%	500	15.9	1.0	0.0	1.4	0.0	1.8	3.8	0.0	0.0	0.1	7.9
668	13265	3390					Kimball Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-013300	47.535568	-121.832287	7/10/2023	9/20/2024	Fine	8	70	4	4	0	8	14	5	0	31.2%	12.6%	9.4%	500	50.1	10.0	4.3	4.3	0.0	4.1	3.8	0.0	10.0	5.8	7.8
669	12001	3162					Kings Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-497181	47.010308	-122.140695	8/23/2021	7/15/2022	Fine	8	23	3	4	3	10	8	5	2	57.1%	14.3%	0.0%	77	36.7	0.0	2.9	4.3	2.5	0.6	3.8	2.9	3.2	6.7	10.0
670	13306	3401					Kiona creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-011867	46.524197	-122.001299	9/6/2023	9/20/2024	Fine	8	66	3	5	5	13	13	9	1	30.7%	18.8%	2.8%	499	65.5	10.0	2.9	5.7	5.0	3.5	8.8	1.4	10.0	8.9	9.3
671	13313	3407					Lacamas Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-111172	46.411602	-122.926206	8/21/2023	9/20/2024	Fine	8	47	10	3	3	16	16	4	3	48.6%	1.0%	0.6%	500	49.7	6.9	10.0	2.9	2.5	5.3	2.5	4.3	5.5	0.0	9.9
672	12470	2904					Lacamas Creek (Clark)	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	LAC050	45.638842	-122.456993	10/3/2022	4/4/2023	Fine	8	40	4	1	6	11	14	6	0	42.2%	7.0%	16.8%	500	40.5	4.5	4.3	0.0	6.2	4.1	5.0	0.0	7.2	3.0	6.1
673	12469	2921					Lacamas Creek (Clark)	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	LAC082	45.672642	-122.449881	9/29/2022	4/4/2023	Fine	8	55	8	8	7	23	22	10	4	36.0%	3.8%	0.6%	500	81.9	9.7	10.0	10.0	7.5	8.8	10.0	5.7	8.9	1.4	9.9
674	13311	3405					Lacamas Creek, north fork tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-074079	45.716351	-122.374720	8/29/2023	9/20/2024	Fine	8	69	10	8	11	29	26	14	9	33.0%	18.2%	0.2%	500	98.3	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.7	8.6	10.0
675	13411	3439					Lake Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-436679	46.552620	-122.284357	9/13/2023	9/20/2024	Fine	8	51	4	4	6	14	10	5	3	58.8%	14.0%	0.2%	500	52.1	8.3	4.3	4.3	6.2	1.8	3.8	4.3	2.8	6.5	10.0
676	11992	3153					Lake Shannon Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-414430	48.574645	-121.711729	8/31/2021	7/15/2022	Fine	8	46	9	10	9	28	19	7	9	33.4%	20.2%	0.0%	302	89.1	6.6	10.0	10.0	10.0	7.1	6.2	10.0	9.6	9.6	10.0
677	12633	3316					Leach Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-000709	47.198202	-122.524606	8/15/2022	11/2/2023	Fine	8	31	1	3	5	9	12	4	0	75.0%	4.4%	30.8%	500	19.2	1.4	0.0	2.9	5.0	2.9	2.5	0.0	0.0	1.7	2.8
678	12639	3322					Lewis Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-011360	47.564612	-122.093693	7/26/2022	11/2/2023	Fine	8	48	3	6	6	15	20	6	0	39.6%	9.4%	11.2%	500	55.7	7.2	2.9	7.1	6.2	7.6	5.0	0.0	7.9	4.2	7.4
679	13326	3410					Lewis River east fork	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-130703	45.834463	-122.534676	9/6/2023	9/20/2024	Fine	8	66	9	4	6	19	25	11	3	31.4%	5.0%	1.0%	500	76.6	10.0	10.0	4.3	6.2	10.0	10.0	4.3	10.0	2.0	9.8
680	13362	3424					Lewis River tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-266516	46.050512	-122.150761	7/18/2023	9/20/2024	Fine	8	60	4	8	7	19	12	7	2	30.2%	29.4%	1.0%	500	73.6	10.0	4.3	10.0	7.5	2.9	6.2	2.9	10.0	10.0	9.8
681	13421	3443					Lewis River tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-502842	45.965408	-122.539293	9/11/2023	9/20/2024	Fine	8	65	5	12	11	28	17	11	5	23.0%	18.4%	3.8%	418	86.6	10.0	5.7	10.0	10.0	5.9	10.0	7.1	10.0	8.7	9.1
682	13423	3445					Lewis River tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-516770	45.963947	-122.317451	7/11/2023	9/20/2024	Fine	8	64	5	6	7	18	17	6	2	42.4%	8.6%	3.4%	500	64.3	10.0	5.7	7.1	7.5	5.9	5.0	2.9	7.2	3.8	9.2
683	12621	3304					Lilliwaup Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-016471	47.502708	-123.174799	9/26/2022	11/2/2023	Fine	8	45	7	6	12	25	20	6	9	47.8%	24.0%	1.2%	500	80.0	6.2	8.6	7.1	10.0	7.6	5.0	10.0	5.7	10.0	9.7
684	12007	3168					Little Mashel River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-530119	46.814321	-122.153415	8/4/2021	7/15/2022	Fine	8	53	3	7	3	13	8	6	4	41.6%	10.4%	0.0%	500	56.3	9.0	2.9	8.6	2.5	0.6	5.0	5.7	7.4	4.7	10.0
685	12330	2970					Little Swamp Creek	Sno-King Watershed Council	Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties	5303305	47.766800	-122.235730	8/20/2022	11/7/2022	Fine	8	26	2	3	4	9	11	6	0	59.4%	4.6%	40.2%	500	20.4	0.0	1.4	2.9	3.8	2.4	5.0	0.0	2.6	1.8	0.7
686	12464	2905					Little Washougal River	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	LWG015	45.609057	-122.352542	9/19/2022	4/4/2023	Fine	8	58	9	5	5	19	29	7	5	41.4%	3.6%	14.2%	500	69.6	10.0	10.0	5.7	5.0	10.0	6.2	7.1	7.5	1.3	6.7
687	11934	1418					Lost Creek Tributary	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-LOST15	48.643960	-117.436320	9/29/2021	7/15/2022	Fine	8	56	8	6	7	21	20	6	5	34.2%	24.2%	0.2%	500	83.8	10.0	10.0	7.1	7.5	7.6	5.0	7.1	9.4	10.0	10.0
688	12580	3269					Lytle Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-160803	47.091617	-123.834689	8/9/2022	11/2/2023	Fine	8	72	2	7	8	17	17	13	1	26.4%	22.0%	2.2%	500	75.5	10.0	1.4	8.6	8.8	5.9	10.0	1.4	10.0	10.0	9.5
689	13293	1669					Marble Creek	Washington State Department of Ecology	Status and Trends WA Statewide Sentinel Site Monitoring	SEN06600-MARB21	47.916870	-120.711880	8/2/2023	9/20/2024	Fine	8	55	11	8	7	26	23	10	12	42.5%	14.8%	0.8%	480	90.4	9.7	10.0	10.0	7.5	9.4	10.0	10.0	7.2	6.9	9.8
690	13027	2795					Matney Creek	Clark County Clean Water Division	Clark County Assessment of Wadeable Streams	MAT010	45.670976	-122.439169	8/1/2023	5/17/2024	Fine	8	47	8	5	7	20	23	9	4	45.0%	4.8%	0.0%	500	72.4	6.9	10.0	5.7	7.5	9.4	8.8	5.7	6.5	1.9	10.0
691	12619	3302					Matriotti Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-008039	48.136355	-123.145226	9/28/2022	11/2/2023	Fine	8	35	4	1	2	7	9	3	1	63.9%	1.0%	2.4%	499	23.0	2.8	4.3	0.0	1.2	1.2	1.2	1.4	1.4	0.0	9.4
692	11966	3130					Matriotti Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-101294	48.082397	-123.178580	9/14/2021	7/15/2022	Fine	8	36	2	1	2	5	5	4	0	57.8%	3.0%	9.6%	500	20.1	3.1	1.4	0.0	1.2	0.0	2.5	0.0	3.0	1.0	7.8
693	12506	3236					Maxwelton Creek	Whidbey Watershed Stewards	Watershed Ambient Monitoring	Maxwelton_4.0	47.991200	-122.417400	9/24/2022	3/24/2023	Fine	8	34	3	5	4	12	10	5	0	68.8%	28.4%	23.0%	500	35.0	2.4	2.9	5.7	3.8	1.8	3.8	0.0	0.1	10.0	4.7
694	13264	3389					May Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-011504	47.519245	-122.194845	9/13/2023	9/20/2024	Fine	8	49	6	8	6	20	23	8	5	52.0%	6.6%	23.4%	500	67.0	7.6	7.1	10.0	6.2	9.4	7.5	7.1	4.6	2.8	4.6
695	13258	3383					McAleer Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-007858	47.772958	-122.314255	7/19/2023	9/20/2024	Fine	8	40	2	3	5	10	14	6	0	57.0%	3.0%	52.2%	500	27.1	4.5	1.4	2.9	5.0	4.1	5.0	0.0	3.2	1.0	0.0
696	12623	3306					McAleer Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-010930	47.761672	-122.299765	9/19/2022	11/2/2023	Fine	8	27	3	4	5	12	13	6	1	69.4%	7.6%	7.0%	500	33.8	0.0	2.9	4.3	5.0	3.5	5.0	1.4	0.0	3.3	8.4
697	13244	3370					McCormick (Vashon)	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	E1219	47.482259	-122.477711	9/29/2023	10/23/2024	Medium	8	35	2	8	4	14	12	8	3	37.7%	36.4%	25.9%	363	60.6	6.5	1.4	10.0	3.8	3.1	7.5	4.3	10.0	10.0	4.0
698	13339	3415					McDonald Creek tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-205687	46.349064	-123.408042	8/10/2023	9/20/2024	Fine	8	64	9	11	6	26	16	10	8	36.8%	16.6%	0.0%	500	88.0	10.0	10.0	10.0	6.2	5.3	10.0	10.0	8.7	7.8	10.0
699	12012	3172					McDonald Creek Tributary	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-010979	48.021375	-123.213634	9/29/2021	7/12/2022	Fine	8	47	6	6	4	16	14	7	4	38.8%	23.2%	0.0%	500	69.2	6.9	7.1	7.1	3.8	4.1	6.2	5.7	8.2	10.0	10.0
700	12587	3274					Mckinnon Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-342503	47.573356	-124.220570	8/3/2022	11/2/2023	Fine	8	49	4	8	4	16	10	7	3	37.2%	15.6%	0.2%	500	63.8	7.6	4.3	10.0	3.8	1.8	6.2	4.3	8.6	7.3	10.0
701	13646	3343					McSorely Creek	Sno-King Watershed Council	Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties	5303346	47.373680	-122.322420	8/2/2023	9/11/2024	Fine	8	19	3	4	2	9	5	5	0	75.8%	0.8%	30.8%	500	15.0	0.0	2.9	4.3	1.2	0.0	3.8	0.0	0.0	0.0	2.8
702	11968	3132					Melbourne Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-125355	47.495347	-123.119424	8/2/2021	7/15/2022	Fine	8	63	8	8	10	26	21	8	9	37.9%	8.8%	0.0%	499	88.0	10.0	10.0	10.0	10.0	8.2	7.5	10.0	8.4	3.9	10.0
703	11935	1662					Menatchee Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-MENA11	46.012140	-117.366680	8/17/2021	7/15/2022	Fine	8	52	2	7	7	16	24	11	3	41.0%	5.8%	2.4%	500	69.8	8.6	1.4	8.6	7.5	10.0	10.0	4.3	7.6	2.4	9.4
704	12528	1420					Middle Fork Mill Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-MMIL15	48.651090	-117.682450	9/7/2022	11/2/2023	Fine	8	30	3	4	6	13	14	6	3	53.1%	49.0%	2.0%	98	51.7	1.0	2.9	4.3	6.2	4.1	5.0	4.3	4.3	10.0	9.5
705	13299	3088					Middle Fork Teanaway River	Washington State Department of Ecology	Status and Trends WA Statewide Sentinel Site Monitoring	SEN06600-TEAN77	47.300160	-120.962430	10/2/2023	9/20/2024	Fine	8	49	8	7	5	20	25	3	6	35.0%	24.0%	0.2%	500	80.1	7.6	10.0	8.6	5.0	10.0	1.2	8.6	9.2	10.0	10.0
706	12599	3285					Middle Nemah River Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-024267	46.429508	-123.770829	8/30/2022	11/2/2023	Fine	8	66	8	10	6	24	18	11	5	33.0%	18.4%	4.4%	500	87.3	10.0	10.0	10.0	6.2	6.5	10.0	7.1	9.7	8.7	9.0
707	13267	3392					Mill Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-014148	47.303418	-122.268807	7/12/2023	9/20/2024	Fine	8	39	4	6	6	16	11	5	1	50.6%	7.8%	14.2%	500	44.4	4.1	4.3	7.1	6.2	2.4	3.8	1.4	5.0	3.4	6.7
708	12038	3199					Mill Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-016680	47.331683	-122.240925	9/15/2021	7/12/2022	Fine	8	28	0	0	0	0	1	4	0	74.0%	18.6%	20.8%	500	16.8	0.3	0.0	0.0	0.0	0.0	2.5	0.0	0.0	8.8	5.2
709	13344	3416					Mill Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-223544	45.841180	-121.340001	8/16/2023	9/20/2024	Fine	8	57	4	7	9	20	18	14	6	45.6%	24.2%	0.2%	500	84.2	10.0	4.3	8.6	10.0	6.5	10.0	8.6	6.3	10.0	10.0
710	13036	2800					Mill Creek (Clark)	Clark County Clean Water Division	LCUS	MIL010	45.731111	-122.627535	8/23/2023	5/17/2024	Fine	8	42	6	3	6	15	18	8	1	32.6%	4.4%	6.8%	500	56.8	5.2	7.1	2.9	6.2	6.5	7.5	1.4	9.8	1.7	8.4
711	13312	3406					Mill Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-081719	46.237896	-123.264591	7/20/2023	9/20/2024	Fine	8	55	3	6	1	10	5	5	2	41.8%	22.0%	0.0%	500	53.6	9.7	2.9	7.1	0.0	0.0	3.8	2.9	7.4	10.0	10.0
712	12572	3262					Mill Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-492953	46.688751	-123.073811	7/5/2022	11/2/2023	Fine	8	37	3	3	3	9	5	3	2	61.5%	21.7%	0.0%	314	37.8	3.4	2.9	2.9	2.5	0.0	1.2	2.9	2.0	10.0	10.0
713	12632	3315					Miller Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-003606	47.459347	-122.321835	8/17/2022	11/2/2023	Fine	8	32	3	3	2	8	10	2	0	56.4%	1.6%	27.4%	500	17.8	1.7	2.9	2.9	1.2	1.8	0.0	0.0	3.4	0.3	3.6
714	12043	3204					Miller Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-019133	47.456145	-122.337346	9/8/2021	7/12/2022	Fine	8	39	2	3	6	11	13	1	0	60.6%	1.6%	60.2%	500	20.8	4.1	1.4	2.9	6.2	3.5	0.0	0.0	2.3	0.3	0.0
715	11999	3160					Miller Creek	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-495336	48.000122	-121.778546	10/12/2021	7/15/2022	Fine	8	40	2	4	9	15	18	11	4	55.4%	19.0%	4.0%	500	64.1	4.5	1.4	4.3	10.0	6.5	10.0	5.7	3.7	9.0	9.1
716	12563	3253					Miller Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-203799	47.665787	-124.280274	9/14/2022	11/2/2023	Fine	8	71	6	11	11	28	21	13	5	29.4%	27.0%	0.4%	500	92.4	10.0	7.1	10.0	10.0	8.2	10.0	7.1	10.0	10.0	9.9
717	12576	3265					Miller Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-407151	47.692946	-124.305259	8/2/2022	11/2/2023	Fine	8	64	10	11	4	25	19	7	9	31.0%	10.0%	4.2%	500	80.6	10.0	10.0	10.0	3.8	7.1	6.2	10.0	10.0	4.5	9.0
718	12602	3288					Mima Creek Tributary	Washington State Department of Ecology	WatershedHealth_WHM0	WHM07620-145275	46.891751	-123.089329	7/27/2022	11/2/2023	Fine	8	63	4	6	6	16	11	7	1	32.4%	18.6%	4.2%	500	65.4	10.0	4.3	7.1	6.2	2.4	6.2	1.4	9.9	8.8	9.0
719	12042	3203					Mission Creek	Washington State Department of Ecology	Stormwater Action Monitoring for Puget Small Streams	PSS05520-018321	47.461421	-122.867885	8/24/2021	7/12/2022	Fine	8	59	12	6	7	25	26	6	5	32.6%	21.8%	3.8%	500	85.7	10.0	10.0	7.1	7.5	10.0	5.0	7.1	9.8	10.0	9.1
720	11922	3123					Morgan Creek	Clark County Clean Water Division	LCUS	MOR005	45.757390	-122.506960	8/18/2021	5/6/2022	Fine	8	54	4	4	4	12	16	7	1	35.8%	15.8%	14.4%	500	57.6	9.3	4.3	4.3	3.8	5.3	6.2	1.4	9.0	7.4	6.7
