Row,Site ID,WRIA,Basin,Subbasin,Stream,Agency,Project,Site Code,Latitude,Longitude,2020,2021,2022,2023,2024
371,2816,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Shinglemill Creek,Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,E1236,47.478435,-122.481798,30.3,67.3,48.7,42.4,
372,2263,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Shinglemill Creek,Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,ShingUp1,47.46521,-122.47506,62.4,43.5,59,51.1,
373,274,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Shinglemill Creek,King County - DNRP,Vashon,VashShing,47.47628,-122.4815,35.8,56.9,46.8,35.4,43.1
374,524,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Tahlequah Creek,King County - DNRP,Regulatory Effectiveness,65A,47.334583,-122.508608,48.4,52.2,50.1,,
375,2261,WRIA 9 - Duwamish-Green,Puget Sound (Duwamish-Green) Basin,Vashon-Maury Island Subbasin,Tahlequah Creek,Vashon Nature Center,Vashon Benthic Macroinvertebrate Sampling,65A,47.334554,-122.508612,,50.3,,,
376,2759,WRIA 10 - Puyallup-White,Carbon River Basin,Carbon River Subbasin,Voight Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CW_VOIG_0.23,47.084444,-122.1825,77.5,,,67.5,
377,3119,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CW_SPRA_1.27,47.109203,-122.145174,,63.6,,,
378,3208,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-RM0.3,47.104225,-122.150084,,,69.7,,
379,3209,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-RM4.05 MC,47.135016,-122.120051,,,77.1,,
380,3207,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-RM4.05 SC,47.13558,-122.120941,,,69,,
381,3214,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-RM6,47.139012,-122.091667,,,69.4,,
382,3216,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,S Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-RM6.3,47.136456,-122.081297,,,74.8,,
383,3478,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,South Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC_NC_RM4.1,47.135627,-122.120743,,,,,75.8
384,3339,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,South Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-1,47.139316,-122.092016,,,,78,
385,3340,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,South Prairie Creek,Puyallup Tribe of Indians,Status and Trends,SPC-LB,47.133752,-122.058358,,,,62.5,
386,2699,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,Spiketon Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CW_SPIK_0.01,47.138415,-122.064285,,62.9,,,
387,3479,WRIA 10 - Puyallup-White,Carbon River Basin,S Prairie Creek Subbasin,Spring Creek,Puyallup Tribe of Indians,Status and Trends,SPRING_RM0.35,47.136179,-122.122573,,,,,53.4
388,98,WRIA 10 - Puyallup-White,Carbon River Basin,Wilkeson Creek Subbasin,Wilkeson Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CW_WILK_3.38,47.1145,-122.0639,68.9,,,85.5,
389,3342,WRIA 10 - Puyallup-White,Carbon River Basin,Wilkeson Creek Subbasin,Wilkeson Creek,Puyallup Tribe of Indians,Status and Trends,WILK-1,47.114029,-122.065434,,,,75.9,
390,3215,WRIA 10 - Puyallup-White,Carbon River Basin,Wilkeson Creek Subbasin,Wilkeson Creek,Puyallup Tribe of Indians,Status and Trends,WILK-RM0.1,47.135494,-122.074344,,,66.1,,
391,3211,WRIA 10 - Puyallup-White,Carbon River Basin,Wilkeson Creek Subbasin,Wilkeson Creek,Puyallup Tribe of Indians,Status and Trends,WILK-RM1.2,47.123531,-122.079323,,,78,,
392,3213,WRIA 10 - Puyallup-White,Carbon River Basin,Wilkeson Creek Subbasin,Wilkeson Creek,Puyallup Tribe of Indians,Status and Trends,WILK-RM3.0,47.114873,-122.068955,,,79.2,,
393,3468,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,Puyallup Tribe of Indians,Status and Trends,BOI_RM0.05,47.175995,-122.018501,,,,,47.9
394,3333,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,Puyallup Tribe of Indians,Status and Trends,BOI-6,47.195458,-121.951852,,,,65.8,
395,3212,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,Puyallup Tribe of Indians,Status and Trends,BOI-GC#2,47.195297,-121.95473,,,88.6,,
396,3469,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,Puyallup Tribe of Indians,Status and Trends,BOINC_RM3.9,47.192079,-121.955794,,,,,74.9
397,2227,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,King County - DNRP,Boise Ambient,BSE_1_MudMtnRd,47.175524,-122.018775,59.9,56.5,41.3,,
398,2228,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,King County - DNRP,Boise Ambient,BSE_21_GolfCrs,47.195154,-121.953301,87.5,88.2,34.8,,84
399,2226,WRIA 10 - Puyallup-White,Green Waters Basin,Mud Mt Lake Subbasin,Boise Creek,King County - DNRP,Boise Ambient,BSE_8_268thAveSE,47.190111,-121.981778,61.5,71.7,77.2,,83.6
400,2950,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Canyon Creek (Puyallup),Pierce County,Pierce County Watershed Health Monitoring (from 2016),CL_CANY_0.54,47.202348,-122.359642,,,51,,
401,95,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Canyonfalls Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),MP_CANY_0.57,47.143672,-122.222738,,,7.1,,
402,1103,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Clarks Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CL_CLAR_3.93,47.17715,-122.31715,,,72.1,,
403,3334,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Clarks Creek,Puyallup Tribe of Indians,Status and Trends,CLK-7,47.177471,-122.316824,,,,69.2,
404,2697,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Diru Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CL_DIRU_0.59,47.191311,-122.33939,,,,66,
405,96,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Fennel Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),MP_FENN_0.50,47.15135,-122.216511,77.2,,,77.5,
406,3336,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Hylebos Creek,Puyallup Tribe of Indians,Status and Trends,HYL-2,47.266667,-122.32988,,,,30.4,
407,3364,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFWEastO213,47.2603,-122.3139,,,,44.7,
408,3337,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Hylebos Creek,Puyallup Tribe of Indians,Status and Trends,HYL-M,47.273264,-122.329957,,,,31.9,
409,2953,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Rody Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CL_RODY_0.45,47.196154,-122.347017,,,57.8,,
410,3210,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Rody Creek,Puyallup Tribe of Indians,Status and Trends,RODY-1,47.196613,-122.345898,,,42.4,,
411,3477,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Simons Creek (Wapato Creek tributary 0020),Puyallup Tribe of Indians,Status and Trends,SIMONS_RM0.5,47.22116,-122.30593,,,,,61.6
412,3480,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Squally Creek,Puyallup Tribe of Indians,Status and Trends,SQUALLY_RM0.1,47.220846,-122.379493,,,,,64.6
413,2401,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Swan Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CL_SWAN_0.76,47.224,-122.39408,54.2,,,53.5,
414,3481,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Swan Creek,Puyallup Tribe of Indians,Status and Trends,SWAN_RM1,47.224753,-122.393988,,,,,63.9
415,3341,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,Swan Creek,Puyallup Tribe of Indians,Status and Trends,SWAN-6,47.22598,-122.393436,,,,38.1,
416,543,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFW359,47.279381,-122.3206,52.2,52.5,60,68.7,
417,1782,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFW359Up,47.280641,-122.319514,53.9,53.8,46.3,59.2,
418,548,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFW373Rest,47.268283,-122.328428,43.8,54.1,35.1,49.6,
419,549,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFW99,47.273086,-122.329236,25.9,38.9,41.6,49.1,
420,550,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFWFtBr,47.274106,-122.329531,18.1,33,43.6,36.9,
421,541,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFWRest1,47.276875,-122.328142,53,31.1,30.9,36.7,
422,542,WRIA 10 - Puyallup-White,Lower Puyallup River Basin,Lower Puyallup River Subbasin,W Hylebos Creek,City of Federal Way,Macroinvertebrate Sampling,HylbFWRest2,47.27775,-122.328389,,20.3,40.6,34.9,
423,3338,WRIA 10 - Puyallup-White,Lowland White River Basin,Lower White River Subbasin,Salmon Creek (Puyallup),Puyallup Tribe of Indians,Status and Trends,SAL-2,47.217185,-122.224877,,,,40.5,
424,3472,WRIA 10 - Puyallup-White,Rainier Basin,Huckleberry Creek (Rainier) Subbasin,Huckleberry Creek (Rainier),Puyallup Tribe of Indians,Status and Trends,HUCK_RM0.3,47.076911,-121.588333,,,,,81.7
425,3470,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,Deer Creek (Puyallup),Puyallup Tribe of Indians,Status and Trends,DEER_RM0.6,46.865872,-121.971959,,,,,79.8
426,3471,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,Fox Creek (Puyallup),Puyallup Tribe of Indians,Status and Trends,FOX_RM0.2,47.006583,-122.193045,,,,,81.3
427,97,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,Kapowsin Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),CW_KAPO_0.68,47.025054,-122.211038,71.4,,,58.7,
428,3473,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,Kapowsin Creek,Puyallup Tribe of Indians,Status and Trends,KAP_RM3.5,46.992625,-122.19428,,,,,42.8
429,3474,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,LeDout Creek,Puyallup Tribe of Indians,Status and Trends,LDT_RM0.35,46.935465,-122.055435,,,,,89.8
430,3475,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Middle Puyallup River Subbasin,Niesson Creek,Puyallup Tribe of Indians,Status and Trends,NSN_RM1.45,46.8963,-122.0434,,,,,92.2
431,3476,WRIA 10 - Puyallup-White,Upper Puyallup River Basin,Mowich Puyallup River Subbasin,Rushingwater Creek,Puyallup Tribe of Indians,Status and Trends,RUSH_RM2.25,46.89887,-121.9698,,,,,93
432,1645,WRIA 11 - Nisqually,Lowland Nisqually River Basin,Muck Creek Subbasin,Lacamas Creek (Nisqually),Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_LACA_0.45,47.005633,-122.531654,33.4,,,10.9,
433,823,WRIA 11 - Nisqually,Lowland Nisqually River Basin,Yelm Creek Subbasin,Thompson Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,ThompThCoPowerCanal,46.977525,-122.638494,68.5,,,74.6,77.2
434,2231,WRIA 11 - Nisqually,Lowland Nisqually River Basin,Yelm Creek Subbasin,Yelm Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,YelmCkThCoPeterson,46.968333,-122.625,,,64.5,,
435,2818,WRIA 11 - Nisqually,Mashel River/Ohop Creek Basin,Mashel River Subbasin,Little Mashel River,Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_LMAS_0.31,46.853883,-122.277478,,78.1,,,
436,2951,WRIA 11 - Nisqually,Mashel River/Ohop Creek Basin,Mashel River Subbasin,Mashel River,Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_MASH_0.23,46.846047,-122.332003,,,74,,
437,2819,WRIA 11 - Nisqually,Mashel River/Ohop Creek Basin,Mashel River Subbasin,Midway Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_MIDW_0.05,46.84883,-122.247941,,71.4,,,
438,99,WRIA 11 - Nisqually,Mashel River/Ohop Creek Basin,Ohop Creek Subbasin,Lynch Creek (Nisqually River),Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_LYNC_0.29,46.879397,-122.275141,,,84.8,,
439,100,WRIA 11 - Nisqually,Mashel River/Ohop Creek Basin,Ohop Creek Subbasin,Ohop Creek (Nisqually),Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_OHOP_0.17,46.846213,-122.367296,,,58.5,,
440,2695,WRIA 11 - Nisqually,Upper Nisqually River Basin,Goat Lake Subbasin,Copper Creek (Nisqually),Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_COPP_0.33,46.75809,-121.961559,,79,,,
441,1591,WRIA 11 - Nisqually,Upper Nisqually River Basin,Goat Lake Subbasin,Goat Creek (Nisqually),Pierce County,Pierce County Watershed Health Monitoring (from 2016),NI_GOAT_0.07,46.751746,-121.94101,,,,90.1,
442,3483,WRIA 12 - Chambers-Clover,Clover Creek Basin,Clover Creek/Steilacoom Subbasin,Chambers Creek (Tacoma),Puyallup Tribe of Indians,Status and Trends,CHAM_RM0.45,47.194997,-122.566839,,,,,30.2
443,2988,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Ellis Creek (Deschutes),City of Olympia,Olympia Stream Team,13.0022,47.076449,-122.892061,83.8,76.1,58.1,,
444,812,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Ellis Creek (Deschutes),Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,EllisThCoPriestPt,47.076595,-122.891136,,,,77.7,
445,2989,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Indian Creek (Lower Deschutes),City of Olympia,Olympia Stream Team,13.0026,47.036156,-122.871635,15.2,36.4,29.8,,
446,815,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Indian Creek (Lower Deschutes),Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,IndianThCoWheeler,47.035544,-122.881733,,,,33.3,
447,2987,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Mission Creek,City of Olympia,Olympia Stream Team,13.0025,47.067197,-122.894117,71.3,77.8,62.7,,
448,2990,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Moxlie Creek,City of Olympia,Olympia Stream Team,13.0027,47.027608,-122.882646,24.1,,35.2,,
449,819,WRIA 13 - Deschutes,Deschutes Prairie Basin,Lower Deschutes River Subbasin,Moxlie Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,MoxlieThCoWatershedPk,47.033186,-122.888892,,,,18.4,
450,2992,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Black Lake Ditch,City of Olympia,Olympia Stream Team,13.003,47.027213,-122.939046,,13,17.4,,
451,811,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Black Lake Ditch,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,BlackLakeThCoRWJ,47.027403,-122.939449,,,,24.8,
452,814,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Green Cove Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,GreenThCo36th,47.083383,-122.950408,,56.6,,,64.4
453,817,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,McLane Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,McLaneThCoDNR,46.997729,-123.009667,,,73,,
454,2015,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,McLane Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,McLaneThCoHealth,47.03152,-122.99052,37.6,33.4,,,
455,3012,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,City of Olympia,Olympia Stream Team,13.0029,47.032999,-122.918807,37.3,41.9,42.8,,
456,2993,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,City of Olympia,Olympia Stream Team,13.0029-2,47.02313,-122.93217,63.1,58.6,32.6,,
457,3362,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,Percival Chapparel,47.016084,-122.932727,,,,49.5,
458,3360,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,Percival Mottman,47.02676,-122.933172,,,,33.8,
459,3361,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,Percival Somerset Hill,47.019477,-122.931526,,,,79.1,
460,821,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,Percival SPSCC,47.024938,-122.932743,,,,42.4,
461,3363,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Percival Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,PercivalCreekOly,47.03293,-122.91875,,,,42.1,
462,2991,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Schneider Creek,City of Olympia,Olympia Stream Team,13.0131,47.05994,-122.917149,41.8,,44.9,,
463,3118,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Schneider Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,SchneiderThCOHwy101,47.092648,-123.064488,,84.1,89.9,84.3,
464,822,WRIA 13 - Deschutes,Deschutes Prairie Basin,McLane Creek Subbasin,Schneider Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,SchneidThCoWestBayDr,47.06031,-122.915511,,,,42.7,
465,2011,WRIA 13 - Deschutes,Deschutes Prairie Basin,Woodland Creek Subbasin,Woodard Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,WoodardThCoHealth,47.09142,-122.86323,,,30.8,,
466,825,WRIA 13 - Deschutes,Deschutes Prairie Basin,Woodland Creek Subbasin,Woodland Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,WoodlandBThCoDraham,47.061025,-122.804289,,48.3,52.8,51.8,
467,3359,WRIA 14 - Kennedy-Goldsborough,Kennedy Creek/Goldsborough Creek Basin,Kennedy Creek Subbasin,Kennedy Creek,Thurston County,Thurston County Benthic Macroinvertebrate Monitoring,KennedyCr@OldOlympicHwy,47.095283,-123.090793,,,,69.1,73.2
468,1293,WRIA 15 - Kitsap,Hood Canal Basin,Bangor-Port Gamble Subbasin,Cougar/Kinman Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-023,47.8207,-122.6487,,58.1,,53.4,
469,1274,WRIA 15 - Kitsap,Hood Canal Basin,Bangor-Port Gamble Subbasin,Gamble Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-027 - Lower,47.8104,-122.5807,,68.3,73.5,,61.2
470,1295,WRIA 15 - Kitsap,Hood Canal Basin,Bangor-Port Gamble Subbasin,Jump Off Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-030,47.8068,-122.6692,,53.1,,65.9,
471,2823,WRIA 15 - Kitsap,Hood Canal Basin,Great Bend Subbasin,Gold Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-061,47.555169,-122.826565,86.7,,82.1,,90.5
472,3314,WRIA 15 - Kitsap,Hood Canal Basin,Great Bend Subbasin,Tahuya River,Washington State Department of Ecology,Stormwater Action Monitoring for Puget Small Streams,PSS05520-007337,47.482126,-122.917305,,,86.3,,
473,1286,WRIA 15 - Kitsap,Hood Canal Basin,Lynch Cove Subbasin,Union River,Kitsap County,Watershed Health Monitoring,KCSSWM-043,47.5119,-122.7917,,84.6,,,87.7
474,1870,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Big Anderson Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-BIGA02,47.56505,-122.95139,,,,86.1,
475,887,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Big Anderson Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-006,47.566967,-122.963567,,,77.9,,
476,1271,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Big Beef Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-003 - Lower,47.6495,-122.7824,,82.8,75.4,,80.7
477,1279,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Big Beef Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-005 - Upper,47.5927,-122.8375,,,73.2,,
478,3485,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Big Beef Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-065,47.63808,-122.787586,,,,,84.7
479,873,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Boyce Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-009,47.608833,-122.9098,,64.5,,61.3,
480,879,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Little Anderson Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-011,47.655733,-122.755017,73.6,,,82.3,
481,578,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Seabeck Creek,Washington State Department of Ecology,Ambient Freshwater Biological Monitoring Program,BIO06600-SEAB02,47.62811,-122.83717,66.4,,,,
482,1272,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Seabeck Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-013 - Lower,47.6344,-122.8363,70.7,,72.3,,
483,3114,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Stavis Creek,Kitsap County,Watershed Health Monitoring,KCSSWM-063 - lower,47.623545,-122.875879,,42.6,53.9,44.9,49.3
484,2281,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Thomas Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-051,47.561339,-122.9735,,65.7,,,
485,3115,WRIA 15 - Kitsap,Hood Canal Basin,W Kitsap Subbasin,Thomas Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-064- (upstream of culvert),47.561175,-122.972855,,62.8,,,
486,2817,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Anderson Island Subbasin,Schoolhouse Creek (Anderson Is.),Pierce County,Pierce County Watershed Health Monitoring (from 2016),AI_SCHO_0.65,47.15861,-122.704157,,64.4,,,
487,737,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Cooper Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,CoopBain,47.629022,-122.541568,56.6,,43.9,53.5,62.6
488,739,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Issei Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,IssBain,47.648191,-122.566575,38.6,,38.1,43.9,52.7
489,2359,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Manzanita Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,LwrManzBain,47.673299,-122.553632,52.9,,39.4,66.7,62.7
490,736,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Murden Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,MurdBain,47.655517,-122.523743,26.9,,12.5,17.4,7.7
491,734,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Ravine Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,RavBain,47.625265,-122.515733,4.1,,11.8,7,12.3
492,735,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Springbrook Creek (Bainbridge),City of Bainbridge Island,Water Quality and Flow Monitoring Program,SpringBain,47.643873,-122.566852,58.4,,53,46.3,61.5
493,2235,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Bainbridge Island Subbasin,Whiskey Creek,City of Bainbridge Island,Water Quality and Flow Monitoring Program,WhisBain,47.6137,-122.513061,37.3,,37.6,39.4,30.4
494,86,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Artondale Creek,Pierce County,Pierce County Watershed Health Monitoring (from 2016),GH_ARTO_0.30,47.300062,-122.622276,,57.9,,,
495,1297,WRIA 15 - Kitsap,Puget Sound (Kitsap) Basin,Carr Inlet Subbasin,Beaver Creek (Kitsap),Kitsap County,Watershed Health Monitoring,KCSSWM-033,47.5695,-122.5608,79.2,,74.9,,69.7
